2194,Lithuania,1854,1,2,2
2195,Bosnia,1854,4,1,0
2196,Luxembourg,1854,3,3,3
2197,Bulgaria,1854,4,2,1
2198,Netherlands,1854,4,0,1
2199,Finland,1854,2,1,0
2200,Estonia,1854,4,0,3
2201,Hungary,1855,7,1,1
2202,Slovenia,1855,5,1,1
2203,Sweden,1855,7,1,3
2204,Czech Republic,1855,2,2,2
2205,Moldova,1855,1,1,1
2206,Italy,1855,5,0,3
2207,United Kingdom,1855,4,1,0
2208,France,1855,4,0,2
2209,Belgium,1855,2,0,2
2210,North Macedonia,1855,0,2,1
2211,Andorra,1855,3,0,1
2212,Norway,1855,6,1,3
2213,Poland,1855,4,0,2
2214,Liechtenstein,1855,7,0,2
2215,Ukraine,1855,1,2,2
2216,Estonia,1855,5,1,2
2217,Belarus,1855,1,3,0
2218,Germany,1855,5,0,0
2219,Bosnia,1855,4,0,1
2220,Latvia,1855,4,3,3
2221,Croatia,1855,7,1,0
2222,Denmark,1855,5,2,2
2223,Finland,1855,5,0,1
2224,Luxembourg,1855,7,2,1
2225,Lithuania,1855,6,0,3
2226,Bulgaria,1855,1,0,1
2227,Portugal,1855,5,3,0
2228,Iceland,1855,3,3,1
2229,Serbia,1855,6,0,2
2230,Montenegro,1855,1,2,2
2231,Malta,1855,7,3,3
2232,Greece,1855,0,2,0
2233,Slovakia,1855,5,1,0
2234,Austria,1855,5,3,2
2235,Ireland,1855,5,2,2
2236,Albania,1855,4,3,2
2237,Netherlands,1855,6,2,0
2238,Monaco,1855,0,2,0
2239,Russia,1855,0,1,0
2240,Spain,1855,1,0,0
2241,Croatia,1856,6,0,1
2242,Spain,1856,3,0,1
2243,Netherlands,1856,6,1,0
2244,Sweden,1856,0,1,2
2245,Greece,1856,5,3,2
2246,Finland,1856,2,3,2
2247,Albania,1856,2,2,3
2248,Liechtenstein,1856,6,1,1
2249,Germany,1856,2,0,1
2250,Malta,1856,7,1,0
2251,Austria,1856,1,1,3
2252,Ireland,1856,0,2,0
2253,Czech Republic,1856,4,1,1
2254,Russia,1856,7,3,3
2255,Montenegro,1856,6,1,1
2256,Italy,1856,0,1,1
2257,Luxembourg,1856,3,1,3
2258,Moldova,1856,0,1,0
2259,Switzerland,1856,0,3,2
2260,Portugal,1856,3,3,3
2261,Belgium,1856,3,2,3
2262,Slovenia,1856,4,1,0
2263,Iceland,1856,1,2,1
2264,France,1856,5,2,3
2265,United Kingdom,1856,2,2,3
2266,Denmark,1856,3,0,1
2267,Ukraine,1856,1,2,2
2268,Monaco,1856,0,2,3
2269,Lithuania,1856,5,1,0
2270,Belarus,1856,3,1,0
2271,Poland,1856,1,0,1
2272,North Macedonia,1856,6,3,2
2273,Estonia,1856,6,1,1
2274,Latvia,1856,6,3,0
2275,Bulgaria,1856,0,1,1
2276,Romania,1856,0,2,3
2277,Bosnia,1856,4,3,3
2278,Norway,1856,1,1,3
2279,Serbia,1856,0,3,2
2280,Andorra,1856,1,2,3
2281,Ireland,1857,1,1,0
2282,Slovenia,1857,6,2,3
2283,Sweden,1857,2,1,2
2284,Denmark,1857,1,3,3
2285,Germany,1857,1,0,3
2286,Austria,1857,6,2,0
2287,Bosnia,1857,4,3,2
2288,Croatia,1857,1,0,0
2289,Liechtenstein,1857,1,3,3
2290,Portugal,1857,7,1,0
2291,Switzerland,1857,5,3,0
2292,Estonia,1857,6,3,2
2293,Moldova,1857,5,2,2
2294,Belarus,1857,1,0,2
2295,Lithuania,1857,4,2,2
2296,Serbia,1857,4,1,0
2297,Greece,1857,5,2,2
2298,Norway,1857,5,0,2
2299,Iceland,1857,3,1,0
2300,Romania,1857,3,2,3
2301,Monaco,1857,4,3,2
2302,Finland,1857,0,2,3
2303,Belgium,1857,7,2,0
2304,Latvia,1857,0,0,3
2305,United Kingdom,1857,1,3,0
2306,Luxembourg,1857,1,2,1
2307,Hungary,1857,2,1,2
2308,Bulgaria,1857,6,2,1
2309,Italy,1857,4,0,3
2310,Poland,1857,7,0,0
2311,Albania,1857,6,1,1
2312,France,1857,5,3,1
2313,North Macedonia,1857,2,0,2
2314,Andorra,1857,7,3,1
2315,Russia,1857,4,1,1
2316,Slovakia,1857,4,0,0
2317,Montenegro,1857,0,1,3
2318,Czech Republic,1857,5,3,1
2319,Ukraine,1857,4,1,1
2320,Malta,1857,6,2,2
2321,Czech Republic,1858,4,0,0
2322,France,1858,0,1,1
2323,United Kingdom,1858,7,0,1
2324,Romania,1858,0,1,0
2325,Luxembourg,1858,4,0,2
2326,Bulgaria,1858,7,2,0
2327,Malta,1858,6,2,2
2328,Ukraine,1858,4,2,0
2329,Portugal,1858,2,3,1
2330,Hungary,1858,6,3,0
2331,Lithuania,1858,0,1,0
2332,Sweden,1858,1,1,1
2333,Bosnia,1858,6,3,0
2334,Belarus,1858,6,0,2
2335,Denmark,1858,7,3,0
2336,Poland,1858,3,2,2
2337,Liechtenstein,1858,4,1,1
2338,Estonia,1858,0,0,3
2339,Finland,1858,6,2,1
2340,Moldova,1858,1,0,1
2341,Albania,1858,6,2,2
2342,Serbia,1858,6,2,3
2343,Ireland,1858,7,2,3
2344,Greece,1858,3,0,2
2345,Slovakia,1858,2,2,1
2346,Latvia,1858,1,1,1
2347,Croatia,1858,2,2,2
2348,Andorra,1858,7,0,1
2349,Netherlands,1858,3,1,3
2350,Slovenia,1858,2,3,0
2351,Italy,1858,1,3,1
2352,Belgium,1858,3,2,2
2353,Norway,1858,4,3,2
2354,Monaco,1858,7,2,1
2355,Russia,1858,4,3,0
2356,Spain,1858,2,1,3
2357,Austria,1858,0,0,2
2358,Switzerland,1858,2,3,3
2359,Montenegro,1858,0,3,0
2360,Iceland,1858,6,2,3
2361,Spain,1859,4,3,2
2362,Serbia,1859,4,0,2
2363,Finland,1859,5,2,1
2364,United Kingdom,1859,3,2,2
2365,Greece,1859,0,0,3
2366,Ireland,1859,6,3,2
2367,Sweden,1859,4,3,1
2368,Croatia,1859,1,0,2
2369,Latvia,1859,4,2,3
2370,Portugal,1859,7,3,3
2371,Andorra,1859,3,2,0
2372,Slovakia,1859,5,2,3
2373,Montenegro,1859,6,3,3
2374,Bulgaria,1859,4,2,2
2375,Italy,1859,5,3,2
2376,France,1859,1,3,0
2377,Luxembourg,1859,2,3,2
2378,Poland,1859,4,1,0
2379,Monaco,1859,4,2,2
2380,Belgium,1859,5,3,3
2381,Netherlands,1859,6,0,3
2382,Slovenia,1859,3,1,1
2383,Belarus,1859,5,3,0
2384,Russia,1859,2,0,3
2385,North Macedonia,1859,0,1,3
2386,Liechtenstein,1859,4,1,0
2387,Switzerland,1859,1,2,3
2388,Malta,1859,7,0,3
2389,Norway,1859,0,3,3
2390,Czech Republic,1859,5,2,1
2391,Iceland,1859,7,1,2
2392,Denmark,1859,2,0,0
2393,Austria,1859,4,2,0
2394,Moldova,1859,5,2,3
2395,Germany,1859,0,1,0
2396,Romania,1859,4,2,2
2397,Estonia,1859,0,1,3
2398,Albania,1859,3,3,1
2399,Bosnia,1859,0,0,2
2400,Hungary,1859,5,3,3
2401,Italy,1860,3,1,1
2402,Denmark,1860,2,3,3
2403,Germany,1860,7,2,3
2404,Greece,1860,5,2,3
2405,Ukraine,1860,3,1,3
2406,Montenegro,1860,0,2,3
2407,Finland,1860,7,1,2
2408,Switzerland,1860,5,2,3
2409,Hungary,1860,5,0,2
2410,United Kingdom,1860,3,0,2
2411,Sweden,1860,6,2,2
2412,Norway,1860,1,1,1
2413,Lithuania,1860,2,3,2
2414,Serbia,1860,7,2,0
2415,Slovakia,1860,4,2,1
2416,Belarus,1860,7,0,2
2417,Croatia,1860,6,2,3
2418,Czech Republic,1860,3,0,3
2419,North Macedonia,1860,4,2,0
2420,Malta,1860,4,2,1
2421,Netherlands,1860,1,0,2
2422,Estonia,1860,3,1,2
2423,Luxembourg,1860,5,1,3
2424,Andorra,1860,2,1,1
2425,Moldova,1860,6,3,2
2426,Albania,1860,2,0,0
2427,Ireland,1860,6,0,1
2428,Latvia,1860,1,1,3
2429,Spain,1860,0,0,1
2430,Bulgaria,1860,0,3,2
2431,Liechtenstein,1860,1,2,3
2432,Austria,1860,4,3,1
2433,Slovenia,1860,4,2,3
2434,Monaco,1860,7,0,0
2435,Portugal,1860,1,3,1
2436,France,1860,3,3,1
2437,Russia,1860,3,3,3
2438,Bosnia,1860,3,2,3
2439,Poland,1860,7,0,1
2440,Romania,1860,6,3,3
2441,Ireland,1861,4,3,3
2442,Slovenia,1861,7,1,3
2443,Liechtenstein,1861,1,2,1
2444,Belgium,1861,3,2,3
2445,France,1861,5,0,0
2446,Spain,1861,6,3,1
2447,Ukraine,1861,3,3,1
2448,Lithuania,1861,6,2,1
2449,Malta,1861,1,0,1
2450,Monaco,1861,2,2,2
2451,Norway,1861,2,1,2
2452,Croatia,1861,1,3,1
2453,Moldova,1861,6,2,0
2454,Germany,1861,1,1,2
2455,Latvia,1861,0,3,2
2456,Serbia,1861,7,0,0
2457,Sweden,1861,5,1,2
2458,Portugal,1861,1,1,2
2459,Finland,1861,6,3,0
2460,Slovakia,1861,5,1,2
2461,Bulgaria,1861,6,2,1
2462,Poland,1861,2,0,3
2463,Albania,1861,7,0,0
2464,Denmark,1861,0,3,0
2465,Russia,1861,5,1,1
2466,Bosnia,1861,2,3,2
2467,Austria,1861,6,2,2
2468,Luxembourg,1861,6,2,1
2469,Netherlands,1861,3,0,2
2470,Andorra,1861,1,2,1
2471,Italy,1861,0,3,3
2472,North Macedonia,1861,4,1,3
2473,Greece,1861,1,3,2
2474,United Kingdom,1861,2,0,3
2475,Belarus,1861,6,2,1
2476,Czech Republic,1861,7,2,0
2477,Romania,1861,5,2,2
2478,Montenegro,1861,3,1,1
2479,Iceland,1861,5,2,2
2480,Hungary,1861,5,0,2
2481,Finland,1862,4,0,2
2482,Moldova,1862,7,2,0
2483,Poland,1862,1,0,2
2484,Croatia,1862,7,0,3
2485,France,1862,4,3,3
2486,Ukraine,1862,7,3,3
2487,Luxembourg,1862,6,2,3
2488,Portugal,1862,3,1,3
2489,United Kingdom,1862,6,0,0
2490,Italy,1862,1,0,1
2491,Switzerland,1862,0,0,0
2492,Belgium,1862,3,3,1
2493,Spain,1862,2,2,0
2494,Greece,1862,7,2,3
2495,Iceland,1862,1,2,1
2496,Slovakia,1862,5,2,2
2497,Albania,1862,1,2,1
2498,Andorra,1862,4,2,3
2499,Montenegro,1862,2,2,3
2500,Lithuania,1862,5,2,1
2501,Bulgaria,1862,1,1,1
2502,Latvia,1862,4,1,0
2503,Germany,1862,0,2,2
2504,Russia,1862,4,0,1
2505,Liechtenstein,1862,3,0,1
2506,Sweden,1862,6,0,3
2507,Estonia,1862,6,2,0
2508,Hungary,1862,2,0,3
2509,Slovenia,1862,7,3,2
2510,Monaco,1862,5,1,3
2511,Serbia,1862,6,2,2
2512,Czech Republic,1862,0,0,2
2513,Belarus,1862,0,3,3
2514,Ireland,1862,3,1,1
2515,Denmark,1862,6,3,2
2516,Bosnia,1862,0,2,0
2517,Romania,1862,0,0,0
2518,North Macedonia,1862,7,3,0
2519,Austria,1862,3,3,1
2520,Malta,1862,4,3,2
2521,Spain,1863,3,1,0
2522,France,1863,6,1,3
2523,North Macedonia,1863,2,2,0
2524,Netherlands,1863,2,0,2
2525,Bosnia,1863,2,0,0
2526,Malta,1863,2,2,3
2527,Czech Republic,1863,3,3,1
2528,Montenegro,1863,5,1,1
2529,Greece,1863,2,1,0
2530,Russia,1863,3,0,3
2531,Switzerland,1863,5,1,1
2532,Sweden,1863,5,2,2
2533,Norway,1863,3,1,2
2534,Finland,1863,3,0,2
2535,Lithuania,1863,0,2,3
2536,Luxembourg,1863,2,1,3
2537,Germany,1863,6,2,0
2538,Monaco,1863,5,3,2
2539,Denmark,1863,3,3,3
2540,Iceland,1863,6,2,3
2541,Romania,1863,6,3,0
2542,Belgium,1863,4,1,3
2543,Croatia,1863,2,2,1
2544,Ukraine,1863,5,3,0
2545,Belarus,1863,3,2,3
2546,Slovakia,1863,6,3,1
2547,Latvia,1863,7,3,2
2548,Ireland,1863,1,1,3
2549,Poland,1863,3,3,0
2550,Bulgaria,1863,6,3,3
2551,Hungary,1863,7,2,0
2552,United Kingdom,1863,3,2,3
2553,Slovenia,1863,3,1,1
2554,Liechtenstein,1863,6,2,0
2555,Andorra,1863,5,3,3
2556,Moldova,1863,2,2,1
2557,Italy,1863,4,1,1
2558,Serbia,1863,1,0,2
2559,Estonia,1863,2,1,0
2560,Albania,1863,4,1,2
2561,Lithuania,1864,7,2,1
2562,Switzerland,1864,0,1,3
2563,Ireland,1864,5,2,1
2564,Portugal,1864,5,0,1
2565,Netherlands,1864,0,3,0
2566,Slovenia,1864,5,0,2
2567,Belgium,1864,1,2,0
2568,Poland,1864,0,3,1
2569,Finland,1864,3,0,1
2570,Luxembourg,1864,7,1,3
2571,Spain,1864,5,0,2
2572,Malta,1864,4,3,3
2573,Albania,1864,2,2,3
2574,Norway,1864,3,2,2
2575,Serbia,1864,0,1,0
2576,Iceland,1864,0,1,3
2577,Liechtenstein,1864,6,2,3
2578,Hungary,1864,6,0,0
2579,Italy,1864,0,3,0
2580,Denmark,1864,2,1,2
2581,Montenegro,1864,2,0,2
2582,Austria,1864,1,3,2
2583,Bosnia,1864,1,2,1
2584,Croatia,1864,1,2,3
2585,Belarus,1864,6,2,2
2586,Germany,1864,3,1,3
2587,Bulgaria,1864,7,0,2
2588,Czech Republic,1864,3,0,2
2589,North Macedonia,1864,0,1,1
2590,Slovakia,1864,2,1,0
2591,Moldova,1864,2,3,1
2592,Romania,1864,5,2,1
2593,Latvia,1864,0,2,1
2594,Monaco,1864,6,0,3
2595,Ukraine,1864,4,3,0
2596,Russia,1864,7,3,2
2597,Estonia,1864,5,2,2
2598,Sweden,1864,3,0,2
2599,Andorra,1864,0,3,1
2600,France,1864,1,1,3
2601,North Macedonia,1865,4,3,3
2602,Slovakia,1865,3,0,1
2603,Lithuania,1865,3,0,2
2604,Malta,1865,6,3,3
2605,Iceland,1865,1,1,0
2606,Romania,1865,7,1,2
2607,Portugal,1865,2,3,1
2608,Russia,1865,2,0,1
2609,Czech Republic,1865,5,3,1
2610,Slovenia,1865,6,1,1
2611,Germany,1865,7,3,3
2612,Bosnia,1865,7,1,2
2613,Andorra,1865,2,0,2
2614,Norway,1865,6,2,1
2615,Spain,1865,3,1,2
2616,Greece,1865,1,1,1
2617,Poland,1865,0,0,3
2618,Latvia,1865,4,3,2
2619,Finland,1865,6,2,0
2620,Denmark,1865,7,2,3
2621,Ireland,1865,5,1,0
2622,Sweden,1865,0,2,1
2623,United Kingdom,1865,1,0,2
2624,Belarus,1865,0,3,3
2625,Ukraine,1865,3,2,1
2626,Moldova,1865,6,1,0
2627,Estonia,1865,3,0,0
2628,Switzerland,1865,3,0,3
2629,France,1865,5,3,2
2630,Hungary,1865,5,1,0
2631,Croatia,1865,3,0,1
2632,Italy,1865,7,0,3
2633,Bulgaria,1865,3,0,0
2634,Montenegro,1865,6,1,1
2635,Netherlands,1865,5,3,3
2636,Liechtenstein,1865,2,0,3
2637,Serbia,1865,4,2,3
2638,Monaco,1865,7,0,2
2639,Austria,1865,2,1,0
2640,Albania,1865,5,1,0
2641,United Kingdom,1866,3,2,2
2642,Bulgaria,1866,6,2,2
2643,Monaco,1866,0,1,0
2644,Spain,1866,1,1,0
2645,Estonia,1866,7,2,2
2646,Poland,1866,7,3,1
2647,Bosnia,1866,5,1,1
2648,Norway,1866,5,0,2
2649,Romania,1866,2,3,3
2650,Sweden,1866,3,1,2
2651,Italy,1866,4,1,2
2652,Croatia,1866,0,0,0
2653,Germany,1866,2,0,3
2654,Ukraine,1866,6,1,0
2655,Luxembourg,1866,0,0,0
2656,Montenegro,1866,6,3,0
2657,Belarus,1866,0,1,3
2658,Denmark,1866,6,3,1
2659,France,1866,4,0,1
2660,Moldova,1866,0,2,2
2661,Lithuania,1866,5,0,1
2662,Latvia,1866,5,2,1
2663,Liechtenstein,1866,7,3,0
2664,Andorra,1866,3,2,0
2665,North Macedonia,1866,1,1,1
2666,Albania,1866,2,1,3
2667,Austria,1866,5,1,3
2668,Malta,1866,2,2,3
2669,Czech Republic,1866,3,2,0
2670,Hungary,1866,4,3,3
2671,Ireland,1866,1,2,2
2672,Slovenia,1866,6,3,1
2673,Russia,1866,0,3,0
2674,Finland,1866,1,2,3
2675,Slovakia,1866,6,0,3
2676,Switzerland,1866,3,3,1
2677,Iceland,1866,5,1,2
2678,Serbia,1866,0,1,3
2679,Netherlands,1866,1,2,0
2680,Portugal,1866,3,1,0
2681,Denmark,1867,4,2,1
2682,Lithuania,1867,5,1,2
2683,United Kingdom,1867,6,3,1
2684,Czech Republic,1867,6,0,3
2685,Andorra,1867,2,1,0
2686,Belarus,1867,0,1,1
2687,Iceland,1867,4,2,2
2688,Russia,1867,1,3,0
2689,Austria,1867,0,3,3
2690,Slovenia,1867,7,1,0
2691,Switzerland,1867,0,1,0
2692,Norway,1867,7,3,0
2693,Liechtenstein,1867,3,1,2
2694,Estonia,1867,4,0,3
2695,Ukraine,1867,3,3,1
2696,Latvia,1867,2,1,2
2697,Moldova,1867,2,1,2
2698,Italy,1867,6,1,0
2699,Belgium,1867,1,3,0
2700,Bosnia,1867,0,1,0
2701,Croatia,1867,6,2,1
2702,Romania,1867,5,3,0
2703,North Macedonia,1867,4,1,0
2704,Finland,1867,3,2,3
2705,Poland,1867,1,3,1
2706,Portugal,1867,1,2,2
2707,Hungary,1867,5,2,3
2708,Luxembourg,1867,3,3,0
2709,Netherlands,1867,4,2,0
2710,Spain,1867,4,2,3
2711,Malta,1867,3,0,1
2712,Albania,1867,7,2,0
2713,Greece,1867,0,0,1
2714,Sweden,1867,3,2,1
2715,Bulgaria,1867,0,2,1
2716,Monaco,1867,3,0,3
2717,Slovakia,1867,3,1,0
2718,Montenegro,1867,5,1,3
2719,Germany,1867,5,2,3
2720,France,1867,1,0,3
2721,Portugal,1868,1,0,2
2722,Ireland,1868,2,0,2
2723,Belgium,1868,1,1,1
2724,Germany,1868,3,1,1
2725,France,1868,4,2,1
2726,Serbia,1868,7,1,1
2727,Moldova,1868,4,2,1
2728,Albania,1868,0,0,0
2729,Finland,1868,4,1,1
2730,Greece,1868,4,0,1
2731,Bosnia,1868,3,3,2
2732,Montenegro,1868,0,2,2
2733,Bulgaria,1868,5,0,2
2734,Czech Republic,1868,5,3,0
2735,Denmark,1868,6,3,2
2736,Monaco,1868,3,1,1
2737,Andorra,1868,1,0,2
2738,Norway,1868,0,3,0
2739,Estonia,1868,0,3,2
2740,Slovenia,1868,0,1,1
2741,Belarus,1868,2,3,1
2742,Latvia,1868,4,0,1
2743,Malta,1868,5,2,2
2744,Croatia,1868,5,1,1
2745,Switzerland,1868,1,0,3
2746,Ukraine,1868,5,1,3
2747,Italy,1868,7,1,1
2748,Luxembourg,1868,1,3,0
2749,Romania,1868,4,2,1
2750,Iceland,1868,4,1,2
2751,Liechtenstein,1868,4,2,2
2752,Poland,1868,3,0,0
2753,Russia,1868,2,0,0
2754,Spain,1868,1,2,3
2755,Slovakia,1868,4,1,1
2756,North Macedonia,1868,3,1,1
2757,Sweden,1868,2,0,1
2758,Netherlands,1868,5,2,0
2759,United Kingdom,1868,2,1,0
2760,Austria,1868,7,1,3
2761,Andorra,1869,3,2,1
2762,Spain,1869,6,3,3
2763,Moldova,1869,3,3,0
2764,Denmark,1869,4,1,1
2765,Malta,1869,3,3,0
2766,Albania,1869,1,2,0
2767,Germany,1869,3,1,2
2768,Liechtenstein,1869,2,0,3
2769,Ireland,1869,3,2,2
2770,Ukraine,1869,1,0,1
2771,Montenegro,1869,7,3,2
2772,Bulgaria,1869,2,3,0
2773,Italy,1869,5,3,0
2774,Croatia,1869,0,1,2
2775,Slovenia,1869,3,0,0
2776,Monaco,1869,1,2,0
2777,Finland,1869,7,1,2
2778,Iceland,1869,6,3,1
2779,Hungary,1869,3,2,1
2780,United Kingdom,1869,1,1,1
2781,Latvia,1869,2,2,1
2782,Estonia,1869,1,1,2
2783,France,1869,1,1,0
2784,North Macedonia,1869,7,2,1
2785,Lithuania,1869,7,0,1
2786,Poland,1869,7,3,3
2787,Czech Republic,1869,1,0,1
2788,Russia,1869,7,3,0
2789,Netherlands,1869,6,2,2
2790,Switzerland,1869,4,2,1
2791,Bosnia,1869,0,3,2
2792,Portugal,1869,2,0,3
2793,Norway,1869,7,1,0
2794,Slovakia,1869,1,1,3
2795,Austria,1869,1,0,1
2796,Luxembourg,1869,1,0,2
2797,Serbia,1869,2,2,0
2798,Sweden,1869,3,3,0
2799,Greece,1869,5,0,2
2800,Belgium,1869,7,0,0
2801,Germany,1870,5,2,0
2802,Lithuania,1870,5,3,2
2803,Sweden,1870,0,2,1
2804,Ukraine,1870,2,2,2
2805,Romania,1870,7,2,2
2806,Russia,1870,1,1,3
2807,Belgium,1870,1,0,3
2808,Malta,1870,3,1,3
2809,Greece,1870,4,1,0
2810,Netherlands,1870,7,1,3
2811,Spain,1870,6,3,0
2812,Bosnia,1870,4,1,1
2813,Liechtenstein,1870,3,3,3
2814,Hungary,1870,1,2,0
2815,Italy,1870,6,3,1
2816,Slovenia,1870,6,2,2
2817,Montenegro,1870,5,2,0
2818,France,1870,2,1,0
2819,Slovakia,1870,7,3,1
2820,Luxembourg,1870,7,3,2
2821,Serbia,1870,6,1,2
2822,United Kingdom,1870,0,3,2
2823,Ireland,1870,4,0,3
2824,Latvia,1870,1,0,1
2825,Croatia,1870,4,2,0
2826,Albania,1870,4,1,2
2827,Finland,1870,3,3,2
2828,Portugal,1870,3,0,3
2829,Iceland,1870,0,3,1
2830,North Macedonia,1870,7,0,1
2831,Poland,1870,3,2,1
2832,Moldova,1870,4,0,2
2833,Monaco,1870,1,2,2
2834,Austria,1870,7,3,0
2835,Belarus,1870,6,1,3
2836,Norway,1870,3,0,0
2837,Denmark,1870,6,0,3
2838,Estonia,1870,5,0,1
2839,Switzerland,1870,4,1,2
2840,Bulgaria,1870,5,1,2
2841,Austria,1871,5,3,0
2842,Montenegro,1871,2,2,0
2843,Serbia,1871,0,3,1
2844,Liechtenstein,1871,1,0,1
2845,Malta,1871,1,3,0
2846,France,1871,0,2,2
2847,United Kingdom,1871,4,0,0
2848,Ukraine,1871,7,3,1
2849,Finland,1871,0,2,0
2850,Bosnia,1871,3,1,2
2851,Andorra,1871,5,3,2
2852,Germany,1871,4,1,1
2853,Albania,1871,0,0,3
2854,Belarus,1871,7,0,1
2855,Slovakia,1871,4,1,3
2856,Czech Republic,1871,7,2,0
2857,Italy,1871,6,3,0
2858,Denmark,1871,2,2,1
2859,Switzerland,1871,2,0,1
2860,Ireland,1871,7,1,0
2861,Russia,1871,6,3,0
2862,Luxembourg,1871,3,1,0
2863,Moldova,1871,5,2,2
2864,Lithuania,1871,0,1,3
2865,North Macedonia,1871,5,0,3
2866,Croatia,1871,3,0,3
2867,Sweden,1871,1,2,1
2868,Poland,1871,2,2,0
2869,Greece,1871,3,2,1
2870,Belgium,1871,2,3,0
2871,Romania,1871,4,3,2
2872,Netherlands,1871,1,1,1
2873,Monaco,1871,6,1,0
2874,Spain,1871,5,2,0
2875,Slovenia,1871,6,1,1
2876,Norway,1871,5,1,0
2877,Portugal,1871,7,0,3
2878,Iceland,1871,0,3,1
2879,Latvia,1871,3,0,0
2880,Bulgaria,1871,4,1,2
2881,Austria,1872,5,1,2
2882,Italy,1872,7,1,0
2883,Montenegro,1872,6,1,1
2884,Bosnia,1872,0,0,3
2885,Belgium,1872,1,0,3
2886,Russia,1872,6,0,3
2887,Malta,1872,5,2,2
2888,Luxembourg,1872,3,1,2
2889,Albania,1872,2,0,1
2890,Czech Republic,1872,4,2,2
2891,Ireland,1872,7,2,3
2892,France,1872,2,3,1
2893,Sweden,1872,1,2,2
2894,North Macedonia,1872,1,1,2
2895,Moldova,1872,0,2,0
2896,Bulgaria,1872,1,1,2
2897,Ukraine,1872,5,2,1
2898,Finland,1872,0,0,2
2899,Latvia,1872,5,0,1
2900,Iceland,1872,3,1,3
2901,Monaco,1872,6,3,0
2902,United Kingdom,1872,1,3,1
2903,Slovenia,1872,0,3,3
2904,Estonia,1872,3,2,2
2905,Andorra,1872,2,2,0
2906,Serbia,1872,5,1,2
2907,Croatia,1872,5,1,3
2908,Switzerland,1872,4,1,1
2909,Greece,1872,3,3,1
2910,Hungary,1872,7,1,0
2911,Poland,1872,4,0,0
2912,Lithuania,1872,4,2,1
2913,Germany,1872,0,1,3
2914,Netherlands,1872,1,1,0
2915,Portugal,1872,0,2,2
2916,Liechtenstein,1872,2,3,3
2917,Spain,1872,0,2,3
2918,Belarus,1872,0,1,0
2919,Norway,1872,7,2,3
2920,Slovakia,1872,7,0,3
2921,Russia,1873,1,3,1
2922,Malta,1873,1,3,3
2923,Bosnia,1873,3,2,0
2924,Greece,1873,3,2,0
2925,United Kingdom,1873,0,3,3
2926,Romania,1873,3,2,1
2927,Spain,1873,6,0,1
2928,Monaco,1873,3,3,2
2929,Germany,1873,1,0,1
2930,North Macedonia,1873,5,0,1
2931,Slovakia,1873,0,1,2
2932,Liechtenstein,1873,0,3,2
2933,Bulgaria,1873,0,3,1
2934,France,1873,1,3,1
2935,Albania,1873,0,0,0
2936,Ukraine,1873,4,1,2
2937,Lithuania,1873,3,1,3
2938,Switzerland,1873,2,3,3
2939,Portugal,1873,0,0,2
2940,Latvia,1873,5,0,0
2941,Andorra,1873,0,1,0
2942,Austria,1873,1,2,1
2943,Ireland,1873,4,1,0
2944,Netherlands,1873,7,2,2
2945,Poland,1873,6,0,3
2946,Iceland,1873,7,1,2
2947,Hungary,1873,1,0,3
2948,Belgium,1873,4,2,3
2949,Finland,1873,6,3,2
2950,Italy,1873,2,2,2
2951,Estonia,1873,6,3,3
2952,Serbia,1873,3,3,1
2953,Sweden,1873,7,2,2
2954,Moldova,1873,3,2,1
2955,Denmark,1873,6,1,2
2956,Luxembourg,1873,0,1,0
2957,Norway,1873,3,2,0
2958,Czech Republic,1873,4,0,2
2959,Belarus,1873,7,2,0
2960,Croatia,1873,6,3,3
2961,Russia,1874,3,3,1
2962,Albania,1874,7,1,2
2963,Slovenia,1874,0,1,0
2964,France,1874,5,3,0
2965,Lithuania,1874,7,2,3
2966,Netherlands,1874,0,1,0
2967,Germany,1874,5,1,0
2968,Denmark,1874,0,3,2
2969,Italy,1874,6,1,1
2970,Latvia,1874,3,2,1
2971,Hungary,1874,3,2,1
2972,Belgium,1874,5,1,2
2973,Iceland,1874,7,3,1
2974,North Macedonia,1874,2,2,2
2975,Bosnia,1874,6,2,0
2976,Bulgaria,1874,0,0,3
2977,Slovakia,1874,5,2,3
2978,Switzerland,1874,6,3,3
2979,Andorra,1874,0,1,3
2980,Belarus,1874,0,0,1
2981,Romania,1874,0,1,3
2982,United Kingdom,1874,6,3,3
2983,Norway,1874,7,3,1
2984,Sweden,1874,2,0,3
2985,Moldova,1874,5,3,1
2986,Finland,1874,0,1,2
2987,Austria,1874,3,2,1
2988,Portugal,1874,0,3,1
2989,Greece,1874,7,1,2
2990,Ukraine,1874,3,0,1
2991,Ireland,1874,3,3,2
2992,Malta,1874,4,1,1
2993,Estonia,1874,3,1,3
2994,Poland,1874,2,1,1
2995,Czech Republic,1874,7,3,1
2996,Luxembourg,1874,3,0,0
2997,Serbia,1874,1,0,1
2998,Liechtenstein,1874,6,3,2
2999,Monaco,1874,6,0,2
3000,Croatia,1874,1,3,1
3001,Netherlands,1875,2,0,2
3002,Russia,1875,6,0,0
3003,Lithuania,1875,1,0,0
3004,Ireland,1875,4,2,0
3005,Portugal,1875,0,2,1
3006,Greece,1875,3,0,0
3007,Hungary,1875,4,2,3
3008,Sweden,1875,6,3,2
3009,Poland,1875,7,2,3
